"","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6"
"11715461_at",3.291076,3.128677,3.197605,3.032333,3.306994,2.962235
"11715462_x_at",2.972662,2.850439,3.238924,2.788527,2.913627,3.003787
"11715463_s_at",6.442936,7.037842,7.294971,6.766415,6.273273,7.715537
"11715464_x_at",7.288516,7.305208,7.636697,7.623751,7.327964,8.067451
"11715465_at",9.91354,10.47581,11.16981,10.43906,9.859988,11.16249
"11715466_at",4.031053,4.775793,5.254194,4.277566,6.868122,4.649481
"11715467_s_at",4.959083,7.024064,7.90311,7.270829,9.795571,7.533501
"11715468_at",10.04644,10.05445,10.49194,10.01286,10.00606,10.01125
"11715469_s_at",13.38358,13.54414,13.50509,13.55361,13.38948,13.62873
"11715470_x_at",12.30425,12.79757,12.48365,12.66202,12.4103,12.85917
"11715471_a_at",6.191646,6.31215,6.653194,6.403833,6.415167,6.414982
"11715472_a_at",8.657925,8.668535,9.377188,8.77219,8.930916,8.904436
"11715473_at",8.998472,9.506232,9.669398,9.333253,9.56576,9.647381
"11715474_at",6.720897,7.289104,7.393655,7.042025,7.057743,6.759931
"11715475_a_at",4.194077,4.320983,5.077704,4.284429,4.138843,4.055606
"11715476_s_at",11.95265,12.04257,12.13685,12.01134,11.90461,11.66598
"11715477_at",10.61056,10.71929,10.80838,10.72222,10.81307,11.31386
"11715478_a_at",4.615148,5.073245,4.494139,5.051711,4.909332,5.263752
"11715479_a_at",12.06451,11.69262,11.94235,11.62238,11.70374,12.04817
"11715480_x_at",11.73302,11.33472,11.6684,11.23983,11.33123,11.7341
"11715481_a_at",3.371675,3.024786,2.838456,2.899782,2.851188,3.048254
"11715482_a_at",9.615015,9.4006,9.060555,9.342613,9.654629,9.248784
"11715483_s_at",10.8059,10.82854,10.68073,10.79175,10.79937,10.59763
"11715484_a_at",6.701112,6.640122,6.789474,7.154798,7.338672,6.817668
"11715485_a_at",8.623136,8.393484,8.521133,8.541298,8.668585,8.827127
"11715486_x_at",4.70948,4.223007,4.486698,4.797919,4.611453,4.899426
"11715487_a_at",8.391378,8.126909,8.338852,8.552687,8.807095,8.147659
"11715488_s_at",12.31591,12.13748,12.22478,11.7703,11.98508,12.09232
"11715489_a_at",9.226803,9.078504,8.401222,8.368916,8.711602,8.837221
"11715490_s_at",5.792081,6.36083,5.247515,5.211208,4.497599,5.485684
"11715491_s_at",10.04353,8.530993,9.729176,8.959854,9.208166,8.432251
"11715492_s_at",12.85143,12.85322,12.89892,12.96599,12.86995,12.87297
"11715493_a_at",11.2433,11.08667,11.64504,11.68428,11.86148,11.74276
"11715494_s_at",3.023076,3.099805,3.115152,3.111708,3.142102,3.154149
"11715495_a_at",12.96256,12.93256,12.77134,12.78262,12.78007,12.67951
"11715496_a_at",13.83548,12.40151,12.13916,10.29519,11.91968,10.09066
"11715497_a_at",10.08162,9.955205,9.725821,9.439875,9.323318,9.268888
"11715498_a_at",8.769178,8.704123,8.42841,8.185103,8.270794,8.266519
"11715499_x_at",10.67431,10.23326,10.43037,10.22317,10.6282,9.572261
"11715500_s_at",10.00874,9.759654,10.04375,10.08206,10.14,9.778316
"11715501_s_at",11.93101,13.44331,13.42176,13.4219,13.62424,13.66694
"11715502_x_at",13.40062,13.41564,13.10387,13.27612,13.23654,13.17644
"11715503_a_at",10.92387,11.02782,11.49279,11.50565,11.46036,11.59734
"11715504_a_at",5.878143,6.159817,5.957048,6.36444,6.153526,6.274228
"11715505_a_at",11.81181,12.09648,11.86179,11.76387,11.76797,11.58539
"11715506_a_at",12.2574,12.53616,12.58189,12.42562,12.59461,12.54142
"11715507_s_at",12.61296,12.80948,12.84192,12.79135,12.93843,12.93814
"11715508_x_at",8.310306,9.314622,9.767526,9.296142,8.834272,9.821679
"11715509_a_at",7.95424,8.316206,8.279363,8.406676,8.086025,8.379776
"11715510_s_at",6.721376,6.897102,7.059768,7.194419,6.988832,7.12761
"11715511_x_at",6.90813,7.290119,7.201725,7.3018,7.157745,7.175282
"11715512_s_at",8.990148,8.883884,8.961996,8.835063,8.579911,8.876165
"11715513_s_at",11.31973,11.26525,11.562,11.40637,11.08303,11.6133
"11715514_a_at",10.54902,10.91103,10.67653,10.56311,10.46943,10.52717
"11715515_a_at",8.187883,8.031575,8.327879,8.46592,8.473539,8.663267
"11715516_x_at",7.941946,7.833315,8.168821,8.225777,8.349066,8.434557
"11715517_s_at",8.882306,8.797811,8.738741,8.861745,8.713636,8.9888
"11715518_a_at",8.073884,7.590142,8.151745,7.473326,8.0878,7.969018
"11715519_a_at",9.148849,8.904856,8.928408,9.186913,9.696779,9.756962
"11715520_at",9.796668,9.683413,9.342593,9.859082,10.31283,10.35898
"11715521_a_at",9.7047,9.503862,10.06337,9.624451,10.01989,9.979458
"11715522_a_at",10.08443,9.956975,9.800726,9.912916,9.774682,9.774693
"11715523_a_at",10.80934,10.74689,10.80039,10.80914,10.64091,10.61173
"11715524_a_at",10.79006,10.18844,10.55801,10.6352,10.56531,10.30309
"11715525_a_at",7.372781,7.346792,8.002965,7.539819,7.44407,7.02022
"11715526_s_at",8.367067,8.257679,8.9986,8.790161,8.55747,8.402344
"11715527_x_at",7.657894,7.766558,8.385667,8.019101,7.825853,7.327053
"11715528_a_at",4.696789,4.59711,4.600251,4.983793,4.735668,4.62969
"11715529_x_at",5.393001,4.857166,5.26252,5.581052,5.3969,4.970033
"11715530_a_at",10.80894,10.26725,10.2823,10.27121,10.25245,10.14018
"11715531_at",10.11984,10.10962,10.2997,10.24278,10.23106,10.04643
"11715532_a_at",10.01827,9.967558,9.851644,9.686549,10.24961,9.913121
"11715533_a_at",8.845548,8.647701,8.725699,8.122446,8.441576,8.36495
"11715534_a_at",7.609341,7.586258,7.449267,7.136833,7.265734,7.120933
"11715535_a_at",7.15459,7.309583,7.488032,7.40337,7.149841,7.346166
"11715536_a_at",7.286512,7.444053,7.204046,7.084385,7.120897,6.915288
"11715537_x_at",8.034685,8.165777,8.101117,7.858,7.861525,7.46952
"11715538_s_at",13.89274,13.88712,13.72368,13.83373,13.72044,13.76716
"11715539_x_at",13.61144,13.65602,13.45627,13.53629,13.47593,13.52566
"11715540_s_at",13.55268,13.51889,13.40295,13.45465,13.40657,13.43072
"11715541_a_at",9.701114,7.167272,9.474437,8.593605,10.08915,7.893376
"11715542_s_at",11.24243,8.921986,10.69536,9.818091,10.89673,8.580909
"11715543_x_at",13.16986,13.04738,13.0277,13.10227,12.98689,12.82821
"11715544_a_at",10.84093,11.1099,10.58956,10.65946,10.89846,11.01502
"11715545_at",10.36637,9.953828,10.06107,9.718519,10.05802,10.2225
"11715546_s_at",9.913604,9.80294,9.976764,10.10969,10.20195,9.607638
"11715547_at",9.704265,9.946846,9.638447,9.646048,9.506746,9.389191
"11715548_a_at",4.503936,4.62127,4.503936,4.596346,4.467155,4.642241
"11715549_at",6.140021,6.390863,6.55154,6.388659,6.057508,6.206071
"11715550_at",9.575464,9.53599,9.346675,9.720232,9.722521,10.14859
"11715551_s_at",10.30652,8.378483,9.619406,8.951551,9.406019,10.33141
"11715552_a_at",9.285832,9.339893,9.03647,9.674927,9.036444,9.156384
"11715553_s_at",9.275833,9.259537,9.255142,9.496204,9.467631,9.14855
"11715554_a_at",7.247708,7.116886,7.019426,7.078662,7.073045,7.391931
"11715555_a_at",12.30556,12.30659,12.50228,12.3838,12.33175,12.58893
"11715556_a_at",9.005901,9.802885,9.582842,9.932055,9.676155,9.770058
"11715557_at",7.264186,7.330605,7.551753,7.945351,8.08153,7.830608
"11715558_a_at",10.40867,10.90733,10.51529,10.63354,10.6622,11.05644
"11715559_x_at",10.91859,10.91984,10.6366,10.90307,10.66429,10.65943
"11715560_s_at",3.838517,3.597013,3.721583,3.883779,3.847088,3.989789
"11715561_s_at",5.957323,6.415611,6.034904,5.573298,5.358911,5.91687
"11715562_x_at",5.179018,5.589176,5.183795,4.634961,4.774968,5.351596
"11715563_s_at",4.638679,5.567855,5.141933,4.877991,5.073266,5.432592
"11715564_s_at",8.64148,8.64574,9.106022,8.662251,9.305796,8.229515
"11715565_at",7.095639,6.956166,6.79547,7.316839,6.954252,6.729454
"11715566_at",9.316446,9.343174,9.392984,9.205183,9.267151,9.147888
"11715567_at",8.949015,8.499323,8.903622,8.708656,8.734219,8.530878
"11715568_a_at",12.38504,11.54426,10.26038,10.93145,10.68663,10.19236
"11715569_at",12.73068,12.02803,10.79787,11.31522,11.02458,10.77818
"11715570_x_at",12.45898,11.76622,10.31558,11.00329,10.68066,10.55831
"11715571_a_at",5.861924,5.961037,5.782523,6.002055,5.623744,5.793038
"11715572_a_at",7.576663,7.947831,7.808414,7.665989,7.746559,7.900747
"11715573_s_at",11.91618,11.51233,11.71417,11.53513,11.81559,11.82597
"11715574_a_at",11.84014,11.58006,11.31419,11.59119,11.79873,11.65223
"11715575_x_at",8.984732,8.97174,8.930576,9.20656,9.130597,8.69894
"11715576_at",8.027683,7.036601,6.94186,7.430543,7.321993,7.034524
"11715577_x_at",10.65346,9.718124,9.638457,10.07422,9.995436,9.776064
"11715578_s_at",12.94804,12.43602,12.52702,12.6183,12.55727,12.48462
"11715579_a_at",10.86549,10.79641,10.67174,10.32323,10.67556,10.74275
"11715580_a_at",10.66949,10.40236,10.62862,10.69312,10.60268,10.67318
"11715581_a_at",9.318997,9.25729,9.434347,9.263398,9.275745,9.085915
"11715582_s_at",9.456299,9.214724,9.466896,9.303263,9.302407,9.174513
"11715583_s_at",5.99722,8.354968,6.240188,7.072282,6.628366,6.361361
"11715584_a_at",13.50927,12.74059,12.91227,12.79037,13.18737,13.23167
"11715585_a_at",11.64349,11.46878,11.10178,11.26985,10.7009,11.50986
"11715586_at",8.718689,8.929834,8.701763,9.004412,9.215916,8.784489
"11715587_at",10.77419,10.59063,10.82212,10.71566,11.00777,10.53992
"11715588_x_at",10.4255,10.25343,11.30536,10.61941,10.84697,11.1571
"11715589_at",8.1651,8.405581,8.004863,8.500898,7.973811,8.683863
"11715590_at",9.605028,9.777006,10.07453,10.04107,9.589981,10.25812
"11715591_s_at",8.937909,9.189021,9.385259,9.452701,8.879172,9.639471
"11715592_x_at",9.80173,9.916042,10.20649,10.18198,9.686214,10.39716
"11715593_s_at",11.23847,11.51439,11.57811,11.8854,11.99684,11.44216
"11715594_a_at",5.661356,5.736657,5.849583,5.812609,5.698122,5.707254
"11715595_a_at",10.39885,10.76254,10.67571,10.70909,10.69983,10.4281
"11715596_at",11.28438,11.46093,11.37237,11.48081,11.51181,11.28495
"11715597_x_at",10.96892,11.14267,10.92252,11.16255,11.1744,10.97446
"11715598_at",10.10252,10.24448,10.34727,10.36852,10.38828,10.29435
"11715599_a_at",10.50046,10.55381,10.62295,10.42082,10.75348,10.45078
"11715600_a_at",9.20154,9.306023,9.618018,9.23997,9.270245,9.443449
"11715601_a_at",4.7398,4.699513,4.58923,4.522931,4.133482,4.327739
"11715602_s_at",12.74488,13.06271,12.48447,12.64633,12.95005,12.90424
"11715603_s_at",13.3197,13.81832,13.32598,13.38895,13.4966,13.56581
"11715604_x_at",13.74087,14.10799,13.78071,13.75815,13.87343,14.00361
"11715605_s_at",10.90403,10.79767,10.83415,10.75902,10.76409,10.79671
"11715606_a_at",5.407932,5.295431,5.431939,5.270891,5.300046,5.105948
"11715607_at",12.7809,12.79305,12.70592,12.6413,13.0059,12.86664
"11715608_x_at",12.77345,12.72149,12.73885,12.6326,12.99096,12.87001
"11715609_a_at",9.184433,9.479789,8.934001,9.047015,8.796212,9.483938
"11715610_a_at",11.03743,10.50613,10.44001,10.72782,10.8218,10.49986
"11715611_a_at",8.964642,9.059937,9.368441,9.242702,9.737261,9.901787
"11715612_s_at",9.498472,9.707405,9.621561,9.445848,9.656919,9.790662
"11715613_a_at",4.254185,4.389334,4.35323,4.459635,4.426586,4.726799
"11715614_at",4.406797,4.509145,4.223632,4.722244,4.514995,4.505044
"11715615_at",4.577225,5.118546,4.586694,4.625724,3.463654,4.770167
"11715616_a_at",10.88121,11.19254,10.95068,11.0267,10.98673,11.00304
"11715617_a_at",8.614493,9.491653,9.004452,8.305699,8.123399,9.307985
"11715618_a_at",10.0289,10.0847,10.09206,9.95606,9.989945,10.47272
"11715619_x_at",9.546506,9.537666,9.532194,9.558482,9.501945,10.01537
"11715620_a_at",10.8815,10.95062,11.95855,11.84505,11.11678,12.46422
"11715621_at",10.35347,10.53047,10.47438,10.50371,10.5513,10.78695
"11715622_a_at",6.801878,7.106956,7.007905,7.058713,6.820377,6.97298
"11715623_s_at",9.537469,9.566211,9.358267,9.479517,9.278523,9.461291
"11715624_at",11.37069,11.18777,11.45935,10.97698,11.44116,11.48769
"11715625_a_at",9.327445,9.099112,9.161732,9.084003,9.25674,9.392645
"11715626_a_at",13.40737,13.48699,13.46293,13.43778,13.45234,13.37362
"11715627_x_at",7.64204,9.252498,8.503228,8.508718,6.638591,7.761445
"11715628_a_at",2.952283,2.881402,3.283978,2.833369,3.136518,3.11268
"11715629_a_at",12.25393,12.14171,12.16806,12.09904,12.29362,12.43943
"11715630_s_at",11.84752,11.81133,11.83484,11.61983,11.93592,12.02685
"11715631_x_at",12.35747,12.35826,12.32182,12.1291,12.3941,12.5478
"11715632_at",7.733305,7.515548,7.663082,7.556521,7.580388,7.652493
"11715633_x_at",7.601191,7.373269,7.526894,7.353466,7.447687,7.70177
"11715634_s_at",11.87471,11.70488,11.64539,11.84549,11.64103,11.68246
"11715635_x_at",11.65563,11.45358,11.37169,11.4997,11.38757,11.39234
"11715636_a_at",11.7601,11.49137,10.89424,11.6271,11.43358,11.61373
"11715637_a_at",11.8734,11.71922,12.03959,11.97799,11.97744,11.78355
"11715638_s_at",8.249657,8.20866,8.146858,8.340672,7.991741,8.061443
"11715639_a_at",11.02594,10.98137,10.78973,10.57609,11.04575,11.21446
"11715640_a_at",7.99556,7.594726,7.801391,7.242601,7.762065,7.58495
"11715641_a_at",8.952115,8.883715,8.567748,8.647231,9.042968,9.200666
"11715642_s_at",11.45391,11.28001,11.25155,10.98037,11.49784,11.4559
"11715643_a_at",10.11374,10.17107,9.689102,9.536832,9.673355,9.934056
"11715644_s_at",12.07009,12.10993,11.7916,11.78479,11.84044,11.9384
"11715645_s_at",9.838907,10.04834,10.05922,10.04671,10.17557,9.91958
"11715646_a_at",9.10509,9.47584,9.497217,9.412279,9.342394,9.782355
"11715647_a_at",8.161746,8.338666,8.127865,8.355744,8.229918,8.598275
"11715648_x_at",8.031216,8.431171,8.199923,8.280718,8.054843,8.686882
"11715649_s_at",11.82933,12.63661,12.20042,12.28388,11.93064,12.53408
"11715650_a_at",6.782346,7.978149,7.546629,7.161812,6.693,7.770205
"11715651_s_at",13.41326,13.60909,13.63106,13.72803,13.60981,13.67829
"11715652_a_at",10.30411,9.748819,10.27303,9.245756,9.731395,8.472784
"11715653_a_at",8.54385,8.623005,9.085327,9.02694,8.913164,8.790004
"11715654_x_at",10.33229,10.31765,10.6815,10.64668,10.58634,10.53396
"11715655_s_at",11.24722,11.08801,11.04089,11.08187,11.0869,11.12158
"11715656_at",10.89684,10.96118,10.97429,10.98547,11.05797,10.90589
"11715657_a_at",10.15447,9.854652,9.766644,9.250599,9.540693,9.919179
"11715658_a_at",8.201189,7.971222,8.23583,7.795411,7.860788,8.140863
"11715659_s_at",8.946392,10.4189,9.88627,10.48663,10.04993,10.27283
"11715660_a_at",11.76614,12.01397,11.97854,11.78659,11.91808,12.0097
"11715661_a_at",9.269583,9.173443,9.293331,9.132607,8.857088,9.011099
"11715662_x_at",8.880533,8.901834,9.121138,9.075993,8.790803,8.821359
"11715663_a_at",7.310519,7.015179,6.644537,6.856553,6.849193,7.517976
"11715664_a_at",10.53989,10.47165,10.44319,10.30639,10.39374,10.87313
"11715665_a_at",8.636947,9.139643,9.039435,8.863527,8.915541,8.595965
"11715666_a_at",5.271155,5.390034,5.35906,6.056342,5.348345,5.55022
"11715667_s_at",11.64979,11.55668,11.68836,11.9297,11.9191,11.61542
"11715668_a_at",10.46233,10.57809,10.51654,10.71603,10.7017,10.54612
"11715669_s_at",7.865102,7.432247,8.092297,7.836757,7.598498,8.410013
"11715670_a_at",8.328567,8.920398,10.25064,9.842154,10.9343,7.579537
"11715671_x_at",8.962647,9.433902,10.75659,10.42894,11.45426,8.620455
"11715672_a_at",11.25807,11.23003,11.36047,11.24732,11.08422,11.25628
"11715673_x_at",6.962307,7.12155,7.846442,7.342244,7.413068,7.007347
"11715674_s_at",10.39748,10.31531,10.26512,9.472648,10.16251,10.2077
"11715675_a_at",8.224205,8.208144,8.06626,7.276518,7.777609,8.052669
"11715676_s_at",8.983675,9.024183,8.993649,8.820157,8.795166,9.383242
"11715677_x_at",6.547189,6.250902,6.578565,6.29336,6.212337,6.432657
"11715678_s_at",8.962729,9.039485,9.082233,9.017773,9.331829,9.048115
"11715679_s_at",12.39876,12.2322,12.17986,11.44976,12.40885,12.46943
"11715680_s_at",10.74851,11.2732,10.93879,10.81946,11.00591,11.03107
"11715681_s_at",9.826472,11.22219,9.699333,9.599525,9.938841,10.78065
"11715682_a_at",7.385289,8.790611,7.115644,7.016506,7.351208,8.158596
"11715683_a_at",6.517976,7.543343,9.813198,11.08174,8.505589,10.66774
"11715684_a_at",11.53129,11.19543,11.4151,11.35205,11.22087,11.11545
"11715685_s_at",12.78402,12.69015,12.69693,12.87137,12.83352,12.72965
"11715686_s_at",10.57169,10.58581,10.32216,10.7094,10.58904,10.57105
"11715687_x_at",10.56571,10.55379,10.42354,10.71212,10.63428,10.58795
"11715688_x_at",3.598014,3.418974,3.570851,3.420948,3.484386,3.518196
"11715689_a_at",9.470342,9.738364,9.28775,9.410452,9.540113,9.655658
"11715690_x_at",9.125083,9.403557,9.040273,9.053362,9.100619,9.359791
"11715691_s_at",9.477296,9.211034,9.991292,9.80444,10.00903,9.234242
"11715692_a_at",9.674248,10.4424,10.26688,10.28407,10.49793,10.43047
"11715693_s_at",9.20393,9.765325,9.729427,9.731942,9.71198,9.764524
"11715694_at",11.15407,11.40794,11.45665,11.35497,11.36564,11.5488
"11715695_x_at",11.15407,11.38471,11.50489,11.36294,11.38208,11.61648
"11715696_a_at",4.656076,4.216117,3.863642,4.281255,4.202351,3.700571
"11715697_a_at",10.05832,9.60062,9.712704,9.870344,9.754908,9.053151
"11715698_a_at",7.163401,6.597552,6.769272,7.240351,6.713486,5.827794
"11715699_s_at",9.164933,9.087788,9.274012,9.024721,9.208166,9.148899
"11715700_s_at",8.759027,8.780056,8.957432,8.804873,8.657723,8.881443
"11715701_s_at",11.22656,10.96563,11.79809,11.80019,11.57616,11.69232
"11715702_at",5.385534,4.973027,5.454986,5.000213,5.465493,4.801191
"11715703_s_at",8.451744,8.200262,8.865503,8.376564,8.571969,8.024657
"11715704_x_at",7.616444,7.334748,7.794916,7.325451,7.623457,7.02812
"11715705_a_at",8.199587,8.04737,8.164274,8.107808,7.943269,7.775848
"11715706_x_at",7.658184,7.659895,7.579244,7.634535,7.288733,7.097056
"11715707_a_at",9.194432,8.970482,8.889194,9.016848,8.784389,8.837244
"11715708_s_at",4.901736,4.811399,4.935148,5.261432,5.161523,5.492892
"11715709_x_at",4.950293,4.837169,4.885525,4.931914,5.139592,5.505332
"11715710_s_at",6.889248,8.849552,8.70941,10.05791,8.93256,9.386223
"11715711_a_at",10.23431,11.13915,10.44,9.109713,9.372978,10.06244
"11715712_a_at",9.905936,9.941591,10.25563,10.12251,9.938447,10.07903
"11715713_a_at",6.450671,5.868187,6.240363,5.993171,6.167338,6.099841
"11715714_s_at",6.49211,5.872186,5.516934,5.878886,6.283976,6.07389
"11715715_x_at",6.522266,5.886793,5.702943,5.91451,6.160253,6.13346
"11715716_at",10.86077,10.64178,11.15124,11.08021,11.4296,10.84607
"11715717_s_at",11.3016,11.22916,11.6636,11.56332,11.9478,11.35432
"11715718_a_at",10.90755,10.28121,10.14023,10.36401,10.37504,10.62743
"11715719_x_at",8.970592,8.954975,8.974174,9.154776,9.105337,9.370998
"11715720_s_at",11.44657,11.66839,11.69531,11.52159,11.56924,11.93785
"11715721_a_at",5.13904,5.865077,5.485502,5.462221,5.410101,5.163138
"11715722_a_at",8.181576,9.398447,8.954697,8.990246,8.57142,8.380445
"11715723_s_at",11.78493,12.24651,11.88815,11.82866,11.78532,12.21942
"11715724_s_at",12.19589,12.90523,12.40748,12.28902,12.26285,12.74504
"11715725_x_at",12.1214,12.82609,12.38456,12.13631,12.21042,12.71722
"11715726_a_at",6.08058,6.136191,6.108712,6.613564,6.23944,6.703812
"11715727_s_at",7.807874,8.260462,8.005213,8.670061,8.794594,9.290062
"11715728_a_at",12.26299,11.89086,12.15159,12.13051,12.24708,12.14555
"11715729_s_at",4.33032,4.170251,4.108993,4.240024,4.042625,3.781408
"11715730_at",3.476483,3.563291,3.862912,3.776637,3.644866,3.496509
"11715731_at",2.842877,2.969185,3.02119,2.937908,2.640274,2.987659
"11715732_at",11.02343,10.99762,10.93133,11.01427,11.07351,10.92138
"11715733_a_at",6.31284,7.049255,7.817974,7.45155,7.050339,7.009852
"11715734_a_at",3.689695,4.374944,4.584775,4.781703,4.418543,4.276518
"11715735_a_at",8.109552,8.544013,8.456827,8.606082,8.678325,8.998765
"11715736_s_at",8.137014,8.085901,8.595396,8.078058,8.111526,7.892709
"11715737_at",5.138488,5.343879,5.213041,5.178725,5.546104,5.060457
"11715738_s_at",12.3009,12.21725,12.11695,12.16726,12.11572,12.20092
"11715739_s_at",10.90271,11.45485,12.08294,11.96648,10.91928,11.53918
"11715740_a_at",3.710078,3.370607,4.055951,3.548936,3.61042,3.684101
"11715741_at",4.915425,4.870617,4.882761,4.6589,4.76687,4.749734
"11715742_s_at",10.77082,10.94841,10.48129,10.36,10.6471,9.910537
"11715743_x_at",9.897996,10.05211,9.619253,9.462901,9.805763,9.013764
"11715744_a_at",10.52874,10.72285,10.57453,10.73568,10.64965,10.72143
"11715745_a_at",10.67642,10.62336,10.66746,10.68849,10.67488,11.02828
"11715746_a_at",10.60414,9.876068,9.391701,8.55361,8.508052,8.600329
"11715747_a_at",6.975167,6.61415,6.113621,6.207565,6.431197,6.151835
"11715748_at",8.250299,8.169042,8.769973,8.449345,8.738308,7.697764
"11715749_s_at",9.530506,9.565153,9.977475,9.784308,9.985337,8.942347
"11715750_at",7.837705,7.921429,8.225503,8.025766,8.273873,7.309348
